5/1/2020|500
5/20/2020|500
6/15/2020|500
7/15/2020|510
8/31/2020|671
9/30/2020|786
10/31/2020|820
12/31/2020|871
1/31/2021|1038
2/28/2021|1238
3/31/2021|1565
4/30/2021|1795
6/30/2021|1839
7/31/2021|1865
8/31/2021|1895
9/30/2021|1916
10/31/2021|2064
11/30/2021|2098
12/31/2021|2354
1/31/2022|2482
2/28/2022|2697
3/31/2022|2863
4/30/2022|2943
5/31/2022|3107
